,All_Type
MRPL50-ZNF830,0
BCAP29-ZNF598,0
MYC-RBM3,0
PTTG1-LGALS8,0
BCKDK-MAP3K4,0
TBC1D23-ACTN4,0
G3BP2-RCHY1,0
DCK-SMAD4,0
DUSP16-KRAS,0
CETN2-GTF2H1,0
BFAR-KRAS,0
MCPH1-PER1,0
SLBP-ZNF227,0
CCT2-KRAS,0
HSPA4-NR1D1,0
SUV39H1-MXD3,1
FAM129B-USP49,1
ABCC10-SPHK1,0
KIF5B-RGS19,0
ECT2-LPAR6,1
CAPRIN2-GATAD2A,0
PSMC3-TSN,0
NRAS-RASL11A,0
PTPN12-UROS,0
ANKRD52-LAMP1,0
GIN1-SLC30A5,1
MED23-SPAG7,0
NAE1-SHISA5,0
PVR-ZNF273,0
BLM-UBQLN2,0
ABCC10-AURKAIP1,0
HEBP2-RAF1,0
CARD9-UBXN7,0
CCND3-KDM3B,0
BRCA1-RB1,0
IBTK-KRAS,0
FKBP1B-PTEN,0
KRAS-NHP2,0
HCK-MYC,0
JTB-PTAR1,0
CMPK1-CSK,0
NRAS-SLC15A3,0
CSNK1G2-PIK3CG,0
CDK1-CMAS,0
ATR-NAE1,0
PLCG2-ABL1,0
PHF1-PTEN,0
ADPRM-PTEN,0
CANX-RGS2,0
HRAS-NIFK,0
RGS1-SLAMF1,0
GTF3C4-PNO1,0
MTFR2-MRPL18,1
DNTTIP1-SDHD,0
LIMK1-RFX2,0
ACP1-B3GNT2,0
ATAD2B-KRAS,0
ASH1L-KRAS,0
ARNT-RPRD2,0
BRE-TRIM36,0
PELO-RPL11,0
STRN4-WASL,0
NCOA5-BRCA1,0
NSMCE4A-SFXN4,0
PRKDC-RAD50,0
MDM2-RAD23B,0
KCTD10-RBM17,0
POLA2-TFPI,0
CAPZB-PELO,0
GTPBP4-ZWINT,0
PDPK1-TELO2,0
RTF1-TBCB,0
SHPRH-SLC39A1,0
ABCC3-LGALS3BP,0
MSH2-RPIA,0
BLM-PSMD1,0
SGMS2-PTAR1,0
PINX1-TSC22D2,0
CDKN1A-HERC5,0
DHFR-HDAC2,0
CENPM-WDR61,1
NOL3-KRAS,0
IQCB1-NUCB1,0
BNIP1-GTF2H4,0
RIPK1-TYMS,0
BCL2-PARP2,0
IGF2BP3-MTMR14,1
GSTCD-PLEC,1
CHMP7-CNOT7,0
ABCC10-SNRK,0
EIF2S2-RAF1,0
FAM63A-TMX3,0
ARL2-NOL8,0
CTBP2-TCF7L2,0
SLCO4A1-TMEM181,0
BNIP1-WDR61,0
LATS1-TP53,0
PINK1-TMEM189,0
PTTG1-MTMR3,0
CTNNBL1-TUBB,0
RAD23B-RBX1,0
NAE1-NLRC4,0
CCNL1-CNOT8,0
PSMC6-REXO2,0
NAE1-RUVBL2,0
POLM-SSBP1,0
ABL1-CADM4,1
MRPL32-PSMD1,0
NAE1-TRA2A,0
CPNE1-MAN1C1,0
NAE1-NFKBIA,0
NAE1-TK1,0
RBM25-SEC22B,0
PTTG1-AP1G1,0
CENPM-COPS4,1
EXOSC9-HUS1,0
CRIM1-TUBB6,1
PRPF6-BRCA1,0
CAMK1D-SRC,0
RPS5-XRN2,0
ERBB2IP-RGS19,0
MRPL42-HNRNPA2B1,0
FBXW7-OSGIN2,0
PLEC-UVRAG,0
CCT8-POLR1B,0
SAFB-RBM14,0
NHP2-USP1,0
ITGB7-XIAP,0
OAF-PNPT1,0
IDH3G-IRAK1,0
DAPK1-NUP62,0
BIRC5-CTTNBP2NL,1
RGCC-HRAS,0
GIN1-SNX2,1
IL18R1-LRRC42,0
SHISA5-ZNF623,0
KCTD10-POLD1,0
NDEL1-WBSCR16,0
AARS2-RBM17,0
KRAS-LUZP1,0
LEO1-PMF1,0
MUS81-TMEM126B,0
BRCA2-PRKDC,0
SARS2-DDIT3,0
KRAS-PPP1R13L,1
RPA3-PARP1,0
ATHL1-TSC22D2,0
FBXW7-CDK18,0
NAE1-RAD9A,0
KLF10-TP53,0
RNGTT-TTC4,0
ARL2-RPL13,0
PFAS-TUBGCP3,0
POLD1-TNFRSF10B,0
DLAT-DCTN4,0
CCNF-EHMT2,1
CSK-IFI27,0
PPP1R3D-BRCA1,1
NCOA2-TAGLN,0
NRAS-PDCD11,0
HRAS-STARD10,0
LEO1-RPL3,0
BLM-CSNK1E,0
MAP2K1-FH,0
CDCA4-FGD4,0
MAPK1-NAE1,0
MED16-POLRMT,0
FDPS-RPL13,0
TRIB1-TP53,0
PHC3-ZYX,0
MRPS5-PTGDS,1
NRAS-TXNL4A,0
PTTG1-CEBPG,0
MTF2-DBF4,0
RAP1A-KRAS,0
PARP2-SMC1A,0
PTEN-CHST14,0
ZNF324-ZNF444,0
RBBP8-VPS4A,0
EZH2-VCL,0
NRAS-TRIM39,0
GNS-SFPQ,0
NEXN-PTCD1,1
NCBP1-REXO2,0
CHEK2-PIK3CA,0
HIPK3-PLOD3,0
LPCAT1-TRIP12,0
DLD-IARS2,0
EIF2AK1-JDP2,0
MED28-RNF20,0
ATXN10-MTBP,1
F2R-GSTP1,1
SMARCA4-TP53,0
ACTB-TP53,0
BFAR-NRAS,0
CDKL5-TYMS,0
MAP3K12-RIOK1,1
BLM-CLINT1,0
MUS81-WDR48,0
CD9-SDC4,0
EMD-IDH3G,0
CDA-RIPK2,0
MED28-SMC5,0
AP3B1-LMAN1,0
HMGA1-PTP4A3,1
GTF2H4-NDUFB1,0
IARS2-KLHL12,0
KLF10-ZDHHC16,0
CST3-GNL3,0
ABCC4-EXT1,0
TP53-CDK11A,0
DEK-JAK3,0
DOCK5-UNK,0
NRIP1-ZSWIM1,1
MED23-MRPL18,0
KLHL18-SS18L2,0
RAD9A-WRAP53,0
BLM-ENOPH1,0
PCGF1-TMTC2,0
CSK-PPP2R5B,0
MYC-RABGGTB,0
DCAF7-WDR61,0
CENPP-PNN,0
ATP7A-CSF1R,0
C1RL-MRPL37,0
MAP1S-MAP3K11,0
AKAP8-CHERP,0
FAM129B-GTF2I,0
INTS5-NFE2L1,0
NRAS-ZMAT1,0
NAE1-PTEN,0
ANAPC2-KRAS,0
KRAS-MYBPC3,1
EREG-PIK3CA,0
FBXO5-BIRC5,1
EIF3D-NACA,0
PTCD1-UST,1
NRAS-RHOBTB3,0
LONP1-ZNF830,0
BSG-PLXND1,0
NAE1-TERF2,0
CALU-L3MBTL4,0
HRAS-SEC13,0
BRD4-MSH6,0
KRAS-USP10,0
RPP14-PNO1,0
PTEN-SLC4A2,0
CHEK1-VHL,1
NNT-KRAS,0
HRAS-MAPKAPK5,0
KRAS-SNUPN,0
PTEN-IL4R,0
FAF1-PTPN6,0
NAE1-RABGGTA,0
HMGCR-ITGB7,0
PTTG1-STEAP3,0
CANX-PPP2CA,0
NDUFA10-TMEM71,0
GTF2H4-TAZ,0
SCYL1-VPS4A,0
MUS81-SPI1,0
CCNE2-RAD21,0
BRCA2-TSC1,0
MED28-NSMCE4A,0
KRAS-ATG101,0
ASPSCR1-PSMA4,0
CCNT1-DAGLB,0
ARID1A-TPD52L2,0
IGF1R-RPS6,0
KRAS-MVB12B,0
ARMC6-PRPF19,0
BRCA2-CDK12,0
GTF2H1-VPS72,0
PTEN-ABCC4,0
AMFR-NRAS,0
POLR2B-POLR2K,0
TP53-MAST2,0
BLM-PELP1,0
HIVEP1-RBM19,0
POU2F1-ZNF678,1
PLEC-SHPRH,0
AHCYL1-P4HB,0
IKBKE-TNF,0
ATP13A1-DCAF15,0
ATM-POLM,0
BLM-PDK4,0
DTX2-SEC63,0
FBXO28-TRRAP,0
EIF3D-YTHDC1,0
TBC1D16-TMEM41A,0
PHLDA2-RASA2,0
PDPK1-TYMS,0
TP53-STK38,0
PTTG1-RPL13,0
CSF1R-EDF1,0
PNN-SSB,0
MAP3K7-YAF2,0
HEG1-SFPQ,0
ERLIN1-PRDX3,0
P2RX4-SLCO4A1,0
CD14-RBM12B,0
EXOSC9-MRPS35,0
CCND3-RACGAP1,0
HRAS-NMNAT1,0
TMEM71-ZNF598,0
FLYWCH1-NRAS,0
KIFC1-UBA7,0
ACTN1-RBM39,0
ENO2-PFKM,0
BLM-OSBPL1A,0
MORF4L2-PSMD10,0
CAPZB-FH,0
KRAS-GCN1,0
KAT6B-NRAS,0
ADAMTSL4-GTPBP8,0
EBNA1BP2-SMARCD3,0
LIG1-PPP5C,0
TP53-CDK9,0
APBB1IP-NUP107,0
ADPRH-RNPS1,0
MED30-MYC,0
ATN1-ULBP2,0
KIF23-NAE1,1
ERGIC2-FGGY,0
PMS2-RAD9A,0
ARMC10-PTGIR,0
CLIP4-RNPEP,0
ITGB7-STMN1,0
CHPF2-NPTN,0
GGA1-USP20,0
ANAPC5-PTEN,0
POLK-KRAS,0
DAZAP2-DLG1,0
EMG1-KRAS,0
CCND3-PTPDC1,0
ACOT2-USP42,0
KRAS-SRSF1,0
ARPC3-NRAS,0
KRAS-SF3B6,0
CDK4-PMS2,0
KRAS-LIN7A,0
HRAS-LAMTOR3,0
CD302-CYB561,0
CHUK-NFKB1,0
FAM111A-NAE1,0
HMGA1-TMEM173,0
ANP32B-HOXA5,0
TUBA1A-MTOR,0
ATM-SESN2,0
PIK3CG-VARS,0
DDX46-VPS72,0
BUB3-ZNF830,0
CD302-KRAS,0
DIP2A-SNAPC4,0
POLD4-UNG,0
GOLT1B-GTF2H4,0
EIF3M-TRRAP,0
PTEN-FTSJ3,0
IPO8-RCN3,0
NRAS-SLC26A6,0
TP53-CHKA,0
TAOK2-BRF1,0
CKAP5-KRAS,0
TRA2B-BRCA1,0
PTTG1-P2RX4,0
CYBRD1-SIRT7,0
NRAS-TMEM109,0
PTCD1-SYNE1,1
TUBA1A-TTN,0
NRAS-TUBGCP3,0
NCK2-NUP155,0
MED28-OGFOD1,0
CD36-HNRNPL,0
ABCC10-FGD4,0
AATF-RPL5,0
ERCC1-RBX1,0
ETAA1-USP30,1
CDK4-RAD9A,0
IGHMBP2-POLD1,0
CSK-GOLGA4,0
RNF10-SLC26A2,0
KCNMA1-MYC,0
GAPDH-PFKM,0
LENG1-NRAS,0
MBD3-RNF126,0
HCK-HNRNPC,0
KRAS-PEX13,0
KRAS-POLR2J2,1
PIP4K2C-RGS1,0
NARS2-CCT2,0
RFC4-PARP1,0
BIRC5-GLIPR1,1
HRAS-TMEM150A,0
CHD1-PPWD1,0
BCL2L1-CDK2,0
KRAS-TUBB6,0
KRAS-HIPK1,0
DDX21-NRAS,0
GZF1-SLC35A4,0
FH-TTC4,0
MUS81-AKNA,0
LAPTM4B-PDCD6IP,0
NOL9-TTC4,0
CENPM-OGFOD1,1
NBEAL2-POFUT1,0
CYBRD1-PIP4K2C,0
ACBD5-YME1L1,0
CCNC-MRPL3,0
HERC5-SUMO1,0
AGPAT2-CHML,0
LGALS3-MRPS10,0
CCDC84-MASTL,0
NAE1-PTRH1,0
CC2D1A-RAD23A,0
AKAP8-ELL,0
KRAS-RPL37,0
MASTL-PWP1,0
CDCA7L-TEX2,0
ARGLU1-CEP152,0
FNTA-RPS19,0
SSBP1-USP1,0
KLF10-FYN,0
IGHMBP2-POLR2A,0
PTGS1-ZP3,0
DKC1-KRAS,0
CMPK1-PRKD2,0
CUX1-PIK3CA,0
CLIP2-EIF3J,0
CSK-VRK2,0
M6PR-NAE1,0
ABCC10-CALM1,0
SLC29A1-SNRK,0
EIF4G1-FKBP8,0
CCDC7-IL6,1
MEN1-NOTCH2,0
NRAS-ZNF550,1
PTEN-RNF126,0
FKBP5-POLR2J2,1
RANBP3-WDR18,0
NAE1-SRM,0
ADPRH-PDRG1,0
SLC2A1-TPK1,0
ALAD-HMGCR,0
THUMPD1-USP7,0
NARS2-FLI1,0
KRAS-RPL39,0
ACY1-ATM,0
CSF1R-UTP14A,0
CSK-FAM160B1,0
BMF-STARD13,0
ARGLU1-TRMT5,0
PTTG1-MDC1,0
ABCC4-MITF,0
KRAS-OXR1,0
GNL3L-XPO1,0
NRAS-RAP1GDS1,0
ZPR1-NRAS,0
ARL2-CDC23,0
CSNK2A1-ZCCHC3,0
PTTG1-ERC1,0
MMP14-NIPBL,0
CSK-ZNF451,0
ATG16L2-C1GALT1,0
LONP1-NACA,0
CD302-NRAS,0
CXCL10-MYC,0
DNAJA2-DLD,0
RALY-TMEM144,0
MRPL22-PTTG1,0
DST-FBXL19,1
MAP4-MRPS18A,0
CHD7-NTAN1,0
KRAS-PTMA,0
PPWD1-WARS2,0
NDUFA4-TSPO,0
BLM-RPS18,0
EXOSC8-KRAS,0
GNL3L-MCM3AP,0
FARS2-HRAS,0
APOOL-OPA1,0
HNRNPL-TSPAN31,0
EBNA1BP2-SPAG7,0
NAE1-ZCCHC24,1
MAD2L1-NAA15,1
KRAS-YARS2,0
PPP2R2A-RPS18,0
GDAP2-TRIP6,0
BOD1L1-CENPP,0
NCOA3-NDUFAF4,0
PTCD1-TM6SF1,1
EI24-PTPN12,0
AP3B1-TMED2,0
HRAS-TP53,0
ABCC10-SMAD4,0
CENPP-CTNNBL1,0
EZH2-ZNF708,0
DVL1-ZNF655,0
GNL3L-HSPA5,0
HYPK-INTS5,0
ARMC1-MAPRE1,0
JAK2-KMT2C,0
CENPP-RNGTT,0
CDK6-SESN2,0
CSF1R-NCOA3,0
PARP1-ATAD5,0
GLIPR2-PCBP1,0
SLCO4A1-TBC1D5,0
KRAS-NT5DC2,0
PTTG1-TRPC4AP,0
BLM-APAF1,0
CSNK2A1-KRAS,0
CENPE-NRAS,0
CCR7-CD52,0
ADPRM-MLLT10,0
HRAS-LIN7A,0
MRPL42-SPAG7,0
EMC8-POLR2C,0
TNIP2-TSC22D2,0
ATL2-HRAS,0
HM13-NRAS,0
ETAA1-PIK3CB,1
PA2G4-TMPO,0
FIP1L1-MTBP,1
RNF10-ZNF107,0
RTF1-ZNF830,0
TOP1-SPHK1,0
ACTL6A-MED1,0
BAX-PARP1,0
LMBR1L-SPR,0
ABCC3-GPRC5C,0
BTG2-PIK3CA,0
ZNF207-PSMC3,0
AKT1-AKT2,0
BECN1-MTOR,0
EEF1A1-TUBA1B,0
PTEN-NUDT1,0
GTF2H4-MED24,0
GSTP1-RASAL2,0
BCL2L1-TCP11L1,0
BCL2-COPS5,0
EIF3H-SKIV2L,0
NAE1-NFE2L2,0
MUS81-BLOC1S1,0
EMP1-SMPD2,0
KRAS-PSMC2,0
FAM193B-MGRN1,0
PSEN1-ADAM10,0
CAPZB-CEP152,0
MUS81-SNW1,0
EXOSC9-YTHDC1,0
FAM50A-RPL24,0
CDK6-RBX1,0
SLC19A1-BRF1,0
PTEN-CLU,0
CALU-EXOC5,0
FIP1L1-ZMAT2,0
RNF168-TP53,0
ARGLU1-SLC39A9,0
CDK1-CDK9,0
NRAS-TTLL3,0
HRAS-ZDHHC16,0
DCAF13-TP53,0
FGD6-TRIP6,0
EXOSC9-OPA1,0
AURKA-MRPL42,0
HIP1-MBOAT7,0
ACER3-ACOT8,0
COL4A3BP-PTAR1,0
NAE1-NUDT18,0
FLI1-SS18L1,0
PIK3C3-ELK4,0
MTL5-NLRP3,1
PRMT5-PSMD1,0
CHEK1-PTEN,1
SPAG7-ZNRD1,0
NAE1-SRP68,0
ATM-PTPN11,0
PTBP2-SASS6,0
CDK4-MDM2,0
TNPO2-DCTN1,0
FDPS-MAPKAP1,0
HSF2-SYNCRIP,0
AKT1-PCNA,0
ECHDC2-MFNG,0
TCOF1-TUBGCP3,0
EDF1-FBXW5,0
CD151-ROCK2,0
BCR-SRI,0
TP53-RIPK2,0
HRAS-RPGR,0
DDX10-MSI2,0
MED1-NFE2L1,0
ADARB1-PTCD1,1
KRAS-THADA,0
ARID1A-SF1,0
ERGIC2-KRAS,0
PHF20L1-BRCA1,0
CAMKK1-ITGB1,0
NUP54-PNISR,0
RFC3-MCM2,1
SLC12A2-TMEM189,0
MTOR-NRAS,0
CSDE1-ZNF598,0
BCL10-HERPUD1,0
CSK-ANKRD28,0
PWP1-VPS72,0
KDM5C-MAP2K1,0
MED24-SSBP1,0
EXOSC9-SNIP1,0
NAE1-STIM2,0
TP53-YWHAG,0
ADCY3-RRN3,0
PHF3-SLC26A6,0
MAPK8IP3-NAE1,0
CSTF3-EIF3D,0
GNL3L-ZMAT5,0
KRAS-PDCD11,0
DCTN4-TUBGCP3,0
CDK4-UNG,0
BSG-NDUFB1,0
PAXBP1-PPWD1,0
MUS81-MSH3,0
BCL2A1-NAE1,0
BRAF-STARD13,0
LXN-TRIB3,0
DCK-PANK2,0
MTFR1L-VKORC1,0
CFD-LANCL2,0
LPP-NECAB3,0
NDUFB1-TIMM23B,0
CTDSP1-EIF3B,0
KRAS-YY1,0
PSMD12-KRAS,0
PTTG1-HPS5,0
EFR3A-RPL13,0
ARID3A-IFT57,0
ASPH-WIZ,0
CORO1B-RAB1B,0
FXYD1-USP42,1
AKT1-IGF1R,0
KRAS-PRPF31,0
BRCA1-PARP2,1
CSK-CA11,0
CDK9-KMT2D,0
CDC7-PTBP2,1
DDX10-MLH1,0
BCR-NFATC2IP,0
MUS81-TSTD2,0
MINA-SULT1A3,1
AKT3-LRP12,0
CTDSPL2-SFPQ,0
CUL5-KRAS,0
PLEKHM1-PTGS1,0
AURKA-SLC7A1,0
EIF3C-EIF3D,0
NARS2-EZH2,0
STIP1-STRAP,0
NAE1-PDCD2L,1
TRRAP-UQCRB,0
ANXA1-TBC1D2,0
LARS2-SKP2,0
SNRNP27-TMEM173,0
ADPRM-EIF3C,0
ABL1-SPHK1,0
TFPI-LAPTM4A,0
PRKDC-RPS6KB1,0
POLR2K-TRNAU1AP,0
ATF7-EML2,0
CEP192-METAP2,0
KRAS-ARPC3,0
FMO5-PLCB3,0
RPL13-TUBGCP3,0
GIN1-TFB2M,1
SETD5-SLCO4A1,0
MED23-MRPL15,0
CD47-CDA,0
SSBP1-TPM2,0
PSMB7-SPAG7,0
HRAS-NOP14,0
PTPN12-PUS3,0
PPP2R1B-TP53,0
AMPD2-CYP1B1,0
ETV3-LRRFIP2,0
KRAS-SLC26A6,0
TOP1-TST,0
MDM2-PMS2,0
COX6C-SPDL1,0
CYB561-RBMS1,0
BLVRB-LPP,0
ABL1-SESTD1,0
FER-FOXP4,0
ABCC3-S100A6,0
HTRA1-NSUN5,0
GTF2B-FNTA,0
TMEM19-TPM2,0
CTNNBL1-LONP1,0
EIF3H-POLR2K,0
KRAS-YWHAE,0
MMP19-RPRD1B,0
FAIM-NAE1,0
CTNNBL1-PRPF18,0
EXOSC9-POLR3A,0
PMM2-TBL3,0
FAM114A1-RIN2,0
MARCO-NUP210,0
BCL2L1-STMN1,0
ALKBH3-RGS16,0
GMNN-PTGIR,0
PTTG1-ZNF142,0
ITCH-PRKAA1,0
RGS1-TMEM5,0
CTNNBL1-FH,0
CCT2-FHIT,0
CLK4-FAM193B,0
BRD8-DFNA5,0
SYPL1-TPM2,0
CDC42EP3-RPP40,1
MYC-TLR6,0
MXI1-NAE1,0
MEF2C-TFG,0
POR-UBE4B,0
POLE-SSBP1,1
CSK-IBTK,0
CARM1-MAP2K2,0
RELA-TK1,0
CSK-MAST3,0
MAF-PTCD1,1
ALKBH8-FSCN1,1
LCOR-SNX8,0
TOM1L2-LMNA,0
ACIN1-BRF1,0
JUN-MAF,0
CSTF3-PELO,0
MAP2K5-PPP1CC,0
FBXO28-SFXN1,0
HSD3B7-KRAS,0
PTEN-SMARCA4,0
CDA-SPHK1,0
ANAPC1-SULT1A3,1
PUM2-ZBTB6,1
CHD7-PIK3CD,0
LACC1-KRAS,0
MRPL32-PELO,0
PTEN-PSMB2,0
RANBP9-CCNG2,0
ATP10A-HRAS,1
GATAD1-SIPA1,0
AVL9-TBRG4,0
DCAF15-POLR1B,0
EXOSC4-NCAPD2,0
CSTF1-KRAS,0
BLM-PSMC3,0
CHMP2A-TSEN2,1
FARSA-VPS72,0
NAE1-RAD51B,0
MUS81-TOPBP1,0
MAPKAP1-USE1,0
HSPA4-YAF2,0
PAXBP1-TUBGCP3,0
RCAN3-PTEN,0
CHD7-PNPLA6,0
MED23-NRAS,0
NOTCH2NL-PPFIA1,0
LDHA-LDHB,0
GTPBP4-OGFOD1,0
ZNF260-KRAS,0
MYC-UBE4B,0
DDX27-RPS6KA2,0
DLC1-PTCD1,1
PDCD1LG2-SLC5A6,0
MS4A7-PPDPF,0
MTOR-UBC,0
PTGS1-RTP4,0
CCNL1-MBD4,0
PHB2-SNRPA,0
HRAS-ZGPAT,0
EXOSC9-PRMT5,0
NOCT-MANBAL,0
ARIH1-ZNF574,0
ASPHD2-KRAS,1
KRAS-ZNF701,0
HRH1-MRPL18,0
AKT1-TNFRSF10B,0
MBNL1-QSOX1,0
OLFML2B-ZMYM2,0
AHCY-HRAS,0
COPE-PNN,0
DPY19L4-TMEM173,0
FGD4-KPTN,0
L3MBTL2-PES1,0
HIPK2-MDM2,0
KRAS-RPL24,0
TIPRL-TMBIM1,0
RANBP1-TOPBP1,0
ATP6V1B2-XPO7,0
ALDOA-GAPDH,0
LYPD2-NAE1,1
CRK-ECE2,0
ILF3-RAVER1,0
GTF2H4-SPAG7,0
CTNNBL1-GNPAT,0
DCTN4-EIF3M,0
RBAK-SH3TC1,0
GALNS-KAT6A,0
ATR-TOP1,0
PSMD1-XRN2,0
IL16-TPX2,1
DLST-SPAG7,0
KRAS-MAP3K8,0
KRAS-INTS3,0
ATR-PRKDC,0
COPE-EXOSC9,0
BSG-GRB2,0
OGFOD1-TTC4,0
EIF3C-PTTG1,0
CHFR-SEMA3C,0
CDC26-MED23,0
MUS81-GTPBP8,0
HUS1-POLE,0
RRM1-TNFRSF10B,0
BUB3-TRMT5,0
ANAPC2-GTF3C5,0
MAP2K4-KMT2C,0
CSK-MINPP1,0
EPS8-FLAD1,0
RALY-TXLNB,1
NRAS-VPS33A,0
HSP90AA1-H2AFJ,0
CFD-ZNF138,0
CCND3-DNAJB1,0
HRAS-POLR2J,0
PTEN-RASGRP2,0
HOMER1-SIRT7,0
PRR5-MAPK13,1
PSMD6-RPL13,0
ABCC10-CAMK1,0
LRCH4-SSH1,0
LGALSL-KRAS,0
MBD4-PTGS1,0
RNF10-ZNF251,1
BST2-BRCA1,0
KLF10-SLC39A13,0
MRC2-ZBTB25,0
COPZ1-NRAS,0
HNRNPF-SLC25A40,0
FBL-NRAS,0
ALAD-SKP2,0
LRPPRC-NEXN,0
CLPX-HRAS,0
KRAS-CNIH1,0
DUT-TYMS,0
MS4A4A-ZNF273,0
IGF2BP3-IK,1
KRAS-ZNF32,0
NPEPPS-PRKAR1A,0
NRAS-ZNF254,0
MAP1LC3A-MTOR,0
MED28-RNGTT,0
CDC25B-RNF125,0
GPI-PRKCZ,0
KDM1A-POLR2K,0
ECHDC1-GUK1,0
CEACAM4-PTEN,0
DCK-MAP4K5,0
PPP1R15A-AHNAK,0
POLR2K-ZNF830,0
MED23-PNISR,0
ATP13A2-IRAK4,0
BSG-CDK12,0
CLK2-CSNK1G3,0
PRIM2-VPS72,0
KRAS-WDR25,0
PTTG1-KPNA3,0
ARNT-LLPH,0
CSK-VPS33B,0
EMC4-FH,0
MTCH1-CD151,0
ATP5S-NID1,0
EXOSC9-PSMB7,0
HRH2-MINA,0
SERINC1-SLC38A2,0
BRF1-PPP1R10,0
BCAP29-TOMM22,0
GJB2-F11R,0
PTEN-PHKG2,0
HIBCH-KRAS,0
EIF2B4-TYW3,0
PIK3CD-PIM2,0
MBTPS2-POLR2K,0
TUBB-ALDH5A1,1
MT1X-POLE,0
FAIM-PLCG1,1
NEK6-TYMS,0
CDK12-TOP1,0
CHI3L2-GSS,1
ACTR10-PPP2R1A,0
CDC34-MED16,0
NR1D1-PRKDC,0
CACTIN-NFE2L1,0
KLF10-MGAT4B,0
JAK1-KRAS,0
ACVR1-MAP3K3,0
MAK16-POLR1B,0
GNPAT-PNN,0
ABL2-AGAP3,0
AUP1-DFFA,0
TMEM87A-TRPC4AP,0
PDPK1-SLC29A1,0
PTTG1-CENPU,0
KRAS-ALS2,0
CSNK1G2-KSR1,0
MYC-XRCC6,0
LEO1-WDR77,0
KRAS-PIAS1,0
CALR-BRCA1,0
PTCD1-RASA3,1
ELOVL7-NRAS,0
TUBA1A-PHB2,0
RHOB-YWHAZ,0
CASP8-XIAP,0
FBXO44-NAE1,0
APEX1-PARP1,0
CSK-DSE,0
DCTN2-RBM15,0
MRPL42-YBX1,0
NTAN1-STAU2,0
DONSON-NUDC,0
EZH1-SYNRG,0
RMND5A-WDR33,0
EXOC2-PTAR1,0
DCK-NEK6,0
HSF1-IGFBP7,0
ASB3-ELOVL1,0
SLC17A9-TRIP12,0
KRAS-CAMK2G,0
KRAS-RNF40,0
CDA-MAP3K7,0
AP3B1-GDE1,0
HSP90AA1-TSC1,0
DCTN4-PSMD1,0
EMILIN2-PTCD1,1
NFKB1-PTGS2,0
EZH2-ARID1A,0
TRPM4-TSC22D2,0
TCF25-TRMT5,0
QSOX1-TSC1,0
NAA25-ZWINT,1
BLM-AGAP3,0
ALG6-GEM,0
BTF3-CTNNBL1,0
IRF7-IRF9,0
KRAS-COX6C,0
ELL-NRAS,0
CCND3-ABL1,0
RBM15-TMSB10,0
PTTG1-SERPINB8,0
RNPS1-TSC22D2,0
COPS2-KRAS,0
CD2AP-HK3,0
BAK1-SP3,0
MUS81-CCT7,0
RNF139-ZNF7,0
ABCC10-CSK,0
EXOSC9-TTC4,0
SLCO4A1-SRGAP1,0
RPL35A-BRCA1,0
TAGLN-TFCP2,0
MRPL18-TPRKB,0
FASN-MYC,0
CASP2-BRCA1,1
ADORA2A-NRAS,0
BNIP1-TUBGCP3,0
CTNNBL1-MED28,0
NCAPD2-ROMO1,0
CSK-GNPNAT1,0
KIAA1524-PTPRN2,0
CSE1L-TYMS,0
CAMK2G-EHMT2,0
HRAS-SPTY2D1,0
HSF1-TK2,0
CASP3-KRAS,0
GNS-PLXNA3,0
AP4E1-KRAS,0
GALNT10-SLCO4A1,0
CDC27-UTP18,0
ACTN4-FAF1,0
HRAS-MNDA,0
ACTL6A-GTF3C3,0
NUMA1-SF1,0
KLF9-SNRPB,0
EXOSC4-RBBP8,0
DNAJB11-BRCA1,0
CSK-TRAF5,0
EPOR-MYC,0
MARCO-TBCCD1,0
MUS81-CHST12,0
BCR-LAPTM4B,1
MED6-TMX1,0
NME1-TNF,0
KCTD10-RPL13,0
COG3-MAPKAP1,0
KRAS-SLC35B4,0
CMPK1-STAT4,0
MYC-ZNF678,1
PSMB7-SSBP1,0
COG3-TAF2,0
CREG1-PLCB3,0
CRELD2-HRAS,0
HRAS-NLRC4,0
COPS2-MED28,0
METRNL-TAF8,0
ASPH-NRAS,0
PPM1M-SDHC,0
GOSR1-NRAS,0
BCR-CXCR4,0
MRPL3-NCBP2,0
ARGLU1-RPL13,0
TIMM8A-TP53,0
LTBP4-ZNF131,0
CSK-FNDC3B,0
CDC7-PDE1B,1
EIF2AK1-RREB1,0
NAE1-NPM1,0
PTBP2-ZNF644,0
ERI1-PI4KB,0
CDA-GOLGB1,0
SENP7-TBL1XR1,0
EXOSC4-MRPS27,0
RAN-TPX2,1
TMEM230-HNRNPF,0
MYC-TST,0
PTTG1-DYRK2,0
BRAF-SPINT2,0
ATF6-CARD9,0
MDN1-MYC,0
DNAJC8-TMEM222,0
NR4A3-SLC39A1,0
ACTL6A-MRPL43,0
ERBB2IP-QSOX1,0
GTF3C4-SURF2,0
AURKA-MAPKAP1,0
BLM-RDH13,0
MUS81-FER,0
MIB2-TAF1A,0
FEZ2-LMNA,0
CEP63-MAST2,0
MRPL42-NACA,0
AP2B1-NRAS,0
EIF3M-EIF4A1,0
POLH-TMEM19,0
NUSAP1-SDC4,0
ECH1-TXNDC5,1
ELL-HRAS,0
BCR-PDLIM5,0
MCM6-NRAS,0
ABCC4-ERCC4,0
